timestamp,close,open,high,low,volume
2020-01-01 00:00:00,10000.49671415301,9999.201455532344,10001.35530037864,9998.563569474918,20.029542295336988
2020-01-01 01:00:00,10000.35844985184,9999.170896685064,10002.05396567109,9998.990724329567,43.450338202862405
2020-01-01 02:00:00,10001.006138389941,10001.58504820801,10003.632215093174,10000.704025332645,42.82928208024397
2020-01-01 03:00:00,10002.529168246348,10002.464830598969,10003.98457772852,10002.243805367818,40.875162571118295
2020-01-01 04:00:00,10002.295014871626,10001.839843087673,10002.34020040005,10001.839781842045,91.62977471565793
2020-01-01 05:00:00,10002.060877914677,10003.076505798672,10004.079085612944,10001.307504030845,33.97516286958113
2020-01-01 06:00:00,10003.640090730183,10003.827550112272,10004.191390546564,10003.278808623983,3.0378908344156685
2020-01-01 07:00:00,10004.407525459337,10004.459982846227,10004.806017257139,10003.52681042823,17.84370062407763
2020-01-01 08:00:00,10003.9380510734,10004.717879714155,10005.272134190182,10003.409176687877,72.14970765734738
2020-01-01 09:00:00,10004.480611116987,10004.105502122044,10005.289665406075,10003.858255055664,59.08586063145111
2020-01-01 10:00:00,10004.017193424175,10005.585712409647,10005.914543236235,10003.40577995526,95.17348037411855
2020-01-01 11:00:00,10003.551463670605,10002.763416047372,10004.586262801131,10002.659209133757,69.44351071908832
2020-01-01 12:00:00,10003.79342594217,10004.450355008514,10005.534825632092,10002.981685628403,19.424167339871133
2020-01-01 13:00:00,10001.880145697512,10003.313978536173,10003.319309109498,10001.818737146647,12.064421862730313
2020-01-01 14:00:00,10000.155227865,9998.777932375728,10000.991197789272,9998.054052689127,52.075977531447684
2020-01-01 15:00:00,9999.592940335759,9999.249605159906,10000.587957915375,9998.793133643956,66.52627361423423
2020-01-01 16:00:00,9998.580109215425,9999.722316608311,10000.183105456572,9998.192855161325,16.56367379685364
2020-01-01 17:00:00,9998.89435654802,10000.05160109575,10000.444993533707,9998.29230402481,60.169301038271826
2020-01-01 18:00:00,9997.9863324725,9997.81483687211,9998.883040250868,9997.483063478365,86.50286839296575
2020-01-01 19:00:00,9996.574028771163,9995.839357677487,9997.243395010282,9993.63357498274,72.75689280930445
2020-01-01 20:00:00,9998.039677540084,9998.995613362415,10000.747022436164,9997.473232553306,66.41910808818075
2020-01-01 21:00:00,9997.813901239599,9998.99745034218,9999.08212123968,9997.788977753444,78.93310545099244
2020-01-01 22:00:00,9997.881429444285,9996.716766095773,9999.421055138491,9995.896865319015,10.408270905373096
2020-01-01 23:00:00,9996.456681258072,9995.252767609107,9997.651364726089,9994.77208719913,20.383145581119443
2020-01-02 00:00:00,9995.912298533547,9996.137555215531,9996.181198852411,9994.989283714314,3.8099497025789075
